Notes,County,County Code,MCD - Drug/Alcohol Induced,MCD - Drug/Alcohol Induced Code,Deaths,Population,Crude Rate
,"Kankakee County, IL",17091,All other non-drug and non-alcohol causes,O,1175,110008,1068.104
,"Kendall County, IL",17093,Drug-induced causes,D,74,124695,59.345
,"Kendall County, IL",17093,Alcohol-induced causes,A,13,124695,Unreliable
,"Kendall County, IL",17093,All other non-drug and non-alcohol causes,O,556,124695,445.888
,"Knox County, IL",17095,Drug-induced causes,D,113,50938,221.838
,"Knox County, IL",17095,Alcohol-induced causes,A,10,50938,Unreliable
,"Knox County, IL",17095,All other non-drug and non-alcohol causes,O,681,50938,1336.919
,"Lake County, IL",17097,Drug-induced causes,D,566,703047,80.507
,"Lake County, IL",17097,Alcohol-induced causes,A,94,703047,13.37
,"Lake County, IL",17097,All other non-drug and non-alcohol causes,O,4483,703047,637.653
,"LaSalle County, IL",17099,Drug-induced causes,D,227,110642,205.166
,"LaSalle County, IL",17099,Alcohol-induced causes,A,17,110642,Unreliable
,"LaSalle County, IL",17099,All other non-drug and non-alcohol causes,O,1293,110642,1168.634
,"Lawrence County, IL",17101,Drug-induced causes,D,37,16377,225.927
,"Lawrence County, IL",17101,All other non-drug and non-alcohol causes,O,213,16377,1300.605
,"Lee County, IL",17103,Drug-induced causes,D,67,34251,195.615
,"Lee County, IL",17103,All other non-drug and non-alcohol causes,O,363,34251,1059.823
,"Livingston County, IL",17105,Drug-induced causes,D,79,36526,216.284
,"Livingston County, IL",17105,All other non-drug and non-alcohol causes,O,428,36526,1171.768
,"Logan County, IL",17107,Drug-induced causes,D,56,29527,189.657
,"Logan County, IL",17107,All other non-drug and non-alcohol causes,O,362,29527,1225.997
,"McDonough County, IL",17109,Drug-induced causes,D,51,30996,164.537
,"McDonough County, IL",17109,All other non-drug and non-alcohol causes,O,320,30996,1032.391
,"McHenry County, IL",17111,Drug-induced causes,D,307,307004,99.999
,"McHenry County, IL",17111,Alcohol-induced causes,A,46,307004,14.984
,"McHenry County, IL",17111,All other non-drug and non-alcohol causes,O,2063,307004,671.978
,"McLean County, IL",17113,Drug-induced causes,D,225,172418,130.497
,"McLean County, IL",17113,Alcohol-induced causes,A,23,172418,13.34
,"McLean County, IL",17113,All other non-drug and non-alcohol causes,O,1131,172418,655.964
,"Macon County, IL",17115,Drug-induced causes,D,138,106550,129.517
,"Macon County, IL",17115,Alcohol-induced causes,A,22,106550,20.648
,"Macon County, IL",17115,All other non-drug and non-alcohol causes,O,1215,106550,1140.31
,"Macoupin County, IL",17117,Drug-induced causes,D,100,45908,217.827
,"Macoupin County, IL",17117,All other non-drug and non-alcohol causes,O,603,45908,1313.497
,"Madison County, IL",17119,Drug-induced causes,D,499,265759,187.764
,"Madison County, IL",17119,Alcohol-induced causes,A,56,265759,21.072
,"Madison County, IL",17119,All other non-drug and non-alcohol causes,O,2764,265759,1040.04
,"Marion County, IL",17121,Drug-induced causes,D,44,38140,115.364
,"Marion County, IL",17121,All other non-drug and non-alcohol causes,O,538,38140,1410.593
,"Marshall County, IL",17123,Drug-induced causes,D,32,11939,268.029
,"Marshall County, IL",17123,All other non-drug and non-alcohol causes,O,154,11939,1289.89
,"Mason County, IL",17125,Drug-induced causes,D,35,13507,259.125
,"Mason County, IL",17125,All other non-drug and non-alcohol causes,O,184,13507,1362.257
,"Massac County, IL",17127,Drug-induced causes,D,34,14658,231.955
,"Massac County, IL",17127,All other non-drug and non-alcohol causes,O,215,14658,1466.776
,"Menard County, IL",17129,Drug-induced causes,D,11,12516,Unreliable
,"Menard County, IL",17129,All other non-drug and non-alcohol causes,O,129,12516,1030.681
,"Mercer County, IL",17131,Drug-induced causes,D,38,15730,241.577
,"Mercer County, IL",17131,Alcohol-induced causes,A,10,15730,Unreliable
,"Mercer County, IL",17131,All other non-drug and non-alcohol causes,O,189,15730,1201.526
,"Monroe County, IL",17133,Drug-induced causes,D,29,34068,85.124
,"Monroe County, IL",17133,All other non-drug and non-alcohol causes,O,257,34068,754.374
,"Montgomery County, IL",17135,Drug-induced causes,D,67,28952,231.418
,"Montgomery County, IL",17135,All other non-drug and non-alcohol causes,O,368,28952,1271.069
,"Morgan County, IL",17137,Drug-induced causes,D,48,34277,140.036
,"Morgan County, IL",17137,All other non-drug and non-alcohol causes,O,386,34277,1126.12
,"Moultrie County, IL",17139,Drug-induced causes,D,22,14827,148.378
,"Moultrie County, IL",17139,All other non-drug and non-alcohol causes,O,194,14827,1308.424
,"Ogle County, IL",17141,Drug-induced causes,D,69,51273,134.574
,"Ogle County, IL",17141,All other non-drug and non-alcohol causes,O,500,51273,975.172
,"Peoria County, IL",17143,Drug-induced causes,D,297,185006,160.535
,"Peoria County, IL",17143,Alcohol-induced causes,A,42,185006,22.702
,"Peoria County, IL",17143,All other non-drug and non-alcohol causes,O,1837,185006,992.941
,"Perry County, IL",17145,Drug-induced causes,D,24,21357,112.375
,"Perry County, IL",17145,All other non-drug and non-alcohol causes,O,233,21357,1090.977
,"Piatt County, IL",17147,Drug-induced causes,D,32,16560,193.237
,"Piatt County, IL",17147,All other non-drug and non-alcohol causes,O,176,16560,1062.802
,"Pike County, IL",17149,Drug-induced causes,D,31,15950,194.357
,"Pike County, IL",17149,All other non-drug and non-alcohol causes,O,209,15950,1310.345
,"Pope County, IL",17151,All other non-drug and non-alcohol causes,O,51,4157,1226.846
,"Pulaski County, IL",17153,All other non-drug and non-alcohol causes,O,72,5619,1281.367
,"Putnam County, IL",17155,Drug-induced causes,D,15,5611,Unreliable
,"Putnam County, IL",17155,All other non-drug and non-alcohol causes,O,60,5611,1069.328
,"Randolph County, IL",17157,Drug-induced causes,D,25,32621,76.638
,"Randolph County, IL",17157,All other non-drug and non-alcohol causes,O,387,32621,1186.352
,"Richland County, IL",17159,Drug-induced causes,D,30,15930,188.324
,"Richland County, IL",17159,All other non-drug and non-alcohol causes,O,225,15930,1412.429
,"Rock Island County, IL",17161,Drug-induced causes,D,209,144784,144.353
,"Rock Island County, IL",17161,Alcohol-induced causes,A,34,144784,23.483
,"Rock Island County, IL",17161,All other non-drug and non-alcohol causes,O,1612,144784,1113.383
,"St. Clair County, IL",17163,Drug-induced causes,D,394,262759,149.947
,"St. Clair County, IL",17163,Alcohol-induced causes,A,32,262759,12.178
,"St. Clair County, IL",17163,All other non-drug and non-alcohol causes,O,2485,262759,945.734
,"Saline County, IL",17165,Drug-induced causes,D,21,24307,86.395
,"Saline County, IL",17165,All other non-drug and non-alcohol causes,O,369,24307,1518.081
,"Sangamon County, IL",17167,Drug-induced causes,D,287,197499,145.317
,"Sangamon County, IL",17167,Alcohol-induced causes,A,53,197499,26.836
,"Sangamon County, IL",17167,All other non-drug and non-alcohol causes,O,1891,197499,957.473
,"Schuyler County, IL",17169,Drug-induced causes,D,14,6923,Unreliable
,"Schuyler County, IL",17169,All other non-drug and non-alcohol causes,O,99,6923,1430.016
,"Scott County, IL",17171,All other non-drug and non-alcohol causes,O,63,5053,1246.784
,"Shelby County, IL",17173,Drug-induced causes,D,32,21717,147.35
,"Shelby County, IL",17173,All other non-drug and non-alcohol causes,O,228,21717,1049.869
,"Stark County, IL",17175,Drug-induced causes,D,10,5776,Unreliable
,"Stark County, IL",17175,All other non-drug and non-alcohol causes,O,67,5776,1159.972
,"Stephenson County, IL",17177,Drug-induced causes,D,83,45624,181.922
,"Stephenson County, IL",17177,Alcohol-induced causes,A,11,45624,Unreliable
,"Stephenson County, IL",17177,All other non-drug and non-alcohol causes,O,563,45624,1234
,"Tazewell County, IL",17179,Drug-induced causes,D,218,134385,162.22
,"Tazewell County, IL",17179,Alcohol-induced causes,A,24,134385,17.859
,"Tazewell County, IL",17179,All other non-drug and non-alcohol causes,O,1378,134385,1025.412
,"Union County, IL",17181,Drug-induced causes,D,24,17212,139.438
,"Union County, IL",17181,All other non-drug and non-alcohol causes,O,213,17212,1237.509
,"Vermilion County, IL",17183,Drug-induced causes,D,131,78111,167.71
,"Vermilion County, IL",17183,Alcohol-induced causes,A,11,78111,Unreliable
,"Vermilion County, IL",17183,All other non-drug and non-alcohol causes,O,955,78111,1222.619
,"Wabash County, IL",17185,Drug-induced causes,D,23,11492,200.139
,"Wabash County, IL",17185,All other non-drug and non-alcohol causes,O,150,11492,1305.256
,"Warren County, IL",17187,Drug-induced causes,D,35,17378,201.404
,"Warren County, IL",17187,All other non-drug and non-alcohol causes,O,177,17378,1018.529
,"Washington County, IL",17189,Drug-induced causes,D,26,14154,183.694
,"Washington County, IL",17189,All other non-drug and non-alcohol causes,O,174,14154,1229.334
,"Wayne County, IL",17191,Drug-induced causes,D,13,16396,Unreliable
,"Wayne County, IL",17191,All other non-drug and non-alcohol causes,O,196,16396,1195.414
,"White County, IL",17193,Drug-induced causes,D,20,14292,139.938
,"White County, IL",17193,All other non-drug and non-alcohol causes,O,208,14292,1455.36
,"Whiteside County, IL",17195,Drug-induced causes,D,103,56536,182.185
,"Whiteside County, IL",17195,Alcohol-induced causes,A,10,56536,Unreliable
,"Whiteside County, IL",17195,All other non-drug and non-alcohol causes,O,655,56536,1158.554
,"Will County, IL",17197,Drug-induced causes,D,609,689529,88.321
,"Will County, IL",17197,Alcohol-induced causes,A,88,689529,12.762
,"Will County, IL",17197,All other non-drug and non-alcohol causes,O,4486,689529,650.589
,"Williamson County, IL",17199,Drug-induced causes,D,52,67560,76.969
,"Williamson County, IL",17199,Alcohol-induced causes,A,12,67560,Unreliable
,"Williamson County, IL",17199,All other non-drug and non-alcohol causes,O,777,67560,1150.089
,"Winnebago County, IL",17201,Drug-induced causes,D,399,285873,139.572
,"Winnebago County, IL",17201,Alcohol-induced causes,A,80,285873,27.984
,"Winnebago County, IL",17201,All other non-drug and non-alcohol causes,O,2869,285873,1003.593
,"Woodford County, IL",17203,Drug-induced causes,D,48,39140,122.637
,"Woodford County, IL",17203,All other non-drug and non-alcohol causes,O,377,39140,963.209
,"Adams County, IN",18001,Drug-induced causes,D,54,35232,153.27
,"Adams County, IN",18001,All other non-drug and non-alcohol causes,O,323,35232,916.78
,"Allen County, IN",18003,Drug-induced causes,D,614,370404,165.765
,"Allen County, IN",18003,Alcohol-induced causes,A,77,370404,20.788
,"Allen County, IN",18003,All other non-drug and non-alcohol causes,O,3343,370404,902.528
,"Bartholomew County, IN",18005,Drug-induced causes,D,110,81402,135.132
,"Bartholomew County, IN",18005,Alcohol-induced causes,A,19,81402,Unreliable
,"Bartholomew County, IN",18005,All other non-drug and non-alcohol causes,O,748,81402,918.896
,"Benton County, IN",18007,All other non-drug and non-alcohol causes,O,77,8650,890.173
,"Blackford County, IN",18009,Drug-induced causes,D,47,12149,386.863
,"Blackford County, IN",18009,Alcohol-induced causes,A,10,12149,Unreliable
,"Blackford County, IN",18009,All other non-drug and non-alcohol causes,O,153,12149,1259.363
,"Boone County, IN",18011,Drug-induced causes,D,111,64653,171.686
,"Boone County, IN",18011,Alcohol-induced causes,A,11,64653,Unreliable
,"Boone County, IN",18011,All other non-drug and non-alcohol causes,O,542,64653,838.322
,"Brown County, IN",18013,Drug-induced causes,D,32,14912,214.592
,"Brown County, IN",18013,All other non-drug and non-alcohol causes,O,160,14912,1072.961
,"Carroll County, IN",18015,Drug-induced causes,D,25,19970,125.188
,"Carroll County, IN",18015,All other non-drug and non-alcohol causes,O,196,19970,981.472
,"Cass County, IN",18017,Drug-induced causes,D,79,37946,208.191
,"Cass County, IN",18017,Alcohol-induced causes,A,12,37946,Unreliable
,"Cass County, IN",18017,All other non-drug and non-alcohol causes,O,410,37946,1080.483
,"Clark County, IN",18019,Drug-induced causes,D,193,116031,166.335
,"Clark County, IN",18019,Alcohol-induced causes,A,16,116031,Unreliable
,"Clark County, IN",18019,All other non-drug and non-alcohol causes,O,1232,116031,1061.785
,"Clay County, IN",18021,Drug-induced causes,D,53,26309,201.452
,"Clay County, IN",18021,All other non-drug and non-alcohol causes,O,312,26309,1185.906
,"Clinton County, IN",18023,Drug-induced causes,D,53,32457,163.293
,"Clinton County, IN",18023,All other non-drug and non-alcohol causes,O,362,32457,1115.322
,"Crawford County, IN",18025,Drug-induced causes,D,29,10539,275.168
,"Crawford County, IN",18025,All other non-drug and non-alcohol causes,O,118,10539,1119.651
,"Daviess County, IN",18027,Drug-induced causes,D,50,32969,151.658
,"Daviess County, IN",18027,All other non-drug and non-alcohol causes,O,342,32969,1037.338
,"Dearborn County, IN",18029,Drug-induced causes,D,95,49331,192.577
,"Dearborn County, IN",18029,All other non-drug and non-alcohol causes,O,503,49331,1019.643
,"Decatur County, IN",18031,Drug-induced causes,D,30,26598,112.79
,"Decatur County, IN",18031,All other non-drug and non-alcohol causes,O,289,26598,1086.548
,"De Kalb County, IN",18033,Drug-induced causes,D,80,42746,187.152
,"De Kalb County, IN",18033,All other non-drug and non-alcohol causes,O,429,42746,1003.603
,"Delaware County, IN",18035,Drug-induced causes,D,314,115603,271.619
,"Delaware County, IN",18035,Alcohol-induced causes,A,32,115603,27.681
,"Delaware County, IN",18035,All other non-drug and non-alcohol causes,O,1326,115603,1147.029
,"Dubois County, IN",18037,Drug-induced causes,D,51,42552,119.853
,"Dubois County, IN",18037,All other non-drug and non-alcohol causes,O,410,42552,963.527
,"Elkhart County, IN",18039,Drug-induced causes,D,373,203781,183.04
,"Elkhart County, IN",18039,Alcohol-induced causes,A,49,203781,24.045
,"Elkhart County, IN",18039,All other non-drug and non-alcohol causes,O,1782,203781,874.468
,"Fayette County, IN",18041,Drug-induced causes,D,73,23331,312.888
,"Fayette County, IN",18041,Alcohol-induced causes,A,12,23331,Unreliable
,"Fayette County, IN",18041,All other non-drug and non-alcohol causes,O,314,23331,1345.849
,"Floyd County, IN",18043,Drug-induced causes,D,152,76990,197.428
,"Floyd County, IN",18043,Alcohol-induced causes,A,10,76990,Unreliable
,"Floyd County, IN",18043,All other non-drug and non-alcohol causes,O,788,76990,1023.51
,"Fountain County, IN",18045,Drug-induced causes,D,32,16486,194.104
,"Fountain County, IN",18045,All other non-drug and non-alcohol causes,O,213,16486,1292.005
,"Franklin County, IN",18047,Drug-induced causes,D,37,22715,162.888
,"Franklin County, IN",18047,All other non-drug and non-alcohol causes,O,208,22715,915.694
,"Fulton County, IN",18049,Drug-induced causes,D,60,20139,297.929
,"Fulton County, IN",18049,All other non-drug and non-alcohol causes,O,232,20139,1151.994
,"Gibson County, IN",18051,Drug-induced causes,D,72,33703,213.631
,"Gibson County, IN",18051,All other non-drug and non-alcohol causes,O,380,33703,1127.496
,"Grant County, IN",18053,Drug-induced causes,D,191,66937,285.343
,"Grant County, IN",18053,Alcohol-induced causes,A,14,66937,Unreliable
,"Grant County, IN",18053,All other non-drug and non-alcohol causes,O,811,66937,1211.587
,"Greene County, IN",18055,Drug-induced causes,D,87,32211,270.094
,"Greene County, IN",18055,All other non-drug and non-alcohol causes,O,404,32211,1254.23
,"Hamilton County, IN",18057,Drug-induced causes,D,282,316373,89.135
,"Hamilton County, IN",18057,Alcohol-induced causes,A,43,316373,13.592
,"Hamilton County, IN",18057,All other non-drug and non-alcohol causes,O,1682,316373,531.651
,"Hancock County, IN",18059,Drug-induced causes,D,146,73717,198.055
,"Hancock County, IN",18059,Alcohol-induced causes,A,17,73717,Unreliable
,"Hancock County, IN",18059,All other non-drug and non-alcohol causes,O,679,73717,921.09
,"Harrison County, IN",18061,Drug-induced causes,D,87,39826,218.45
,"Harrison County, IN",18061,All other non-drug and non-alcohol causes,O,418,39826,1049.566
